iter	Logloss
0	0.4542298355
1	0.2901250412
2	0.1868191727
3	0.1173370716
4	0.0771663681
5	0.05086663971
6	0.03445676079
7	0.02404410667
8	0.01644280558
9	0.01163175778
10	0.008151505184
11	0.005923574018
12	0.00442171042
13	0.003387979293
14	0.002608966625
15	0.002043733728
16	0.001696997142
17	0.001372374356
18	0.001145543265
19	0.0009452117592
20	0.000790061757
21	0.0006829082757
22	0.0005908371061
23	0.0005077238232
24	0.000436845243
25	0.0003836785853
26	0.0003413175359
27	0.0003090313643
28	0.0002896983862
29	0.0002730221733
30	0.0002508525409
31	0.0002405497313
32	0.0002297251321
33	0.0002203753822
34	0.0002115720771
35	0.00020320962
36	0.0001873961426
37	0.0001735933684
38	0.0001694760747
39	0.0001574934684
40	0.0001554730169
41	0.0001536006413
42	0.0001519666463
43	0.0001502736457
44	0.0001485776924
45	0.0001469325244
46	0.0001452961721
47	0.0001437215038
48	0.0001437215038
49	0.0001421691105
50	0.0001406463586
51	0.0001406463586
52	0.0001391461104
53	0.0001391461104
54	0.0001391403787
55	0.0001391403787
56	0.0001391389079
57	0.0001391389079
58	0.0001391389079
59	0.0001391389079
60	0.0001391389079
61	0.0001391389079
62	0.0001391347632
63	0.0001391347632
64	0.0001391349353
65	0.0001391282432
66	0.0001391282432
67	0.0001391282432
68	0.0001391282432
69	0.0001391216867
70	0.0001391216867
71	0.0001391217828
72	0.0001391217828
73	0.0001391176522
74	0.000137620227
75	0.0001376177348
76	0.0001376177348
77	0.0001376129769
78	0.0001376129769
79	0.0001376124501
80	0.0001360452108
81	0.0001360452726
82	0.0001360452726
83	0.0001360395938
84	0.0001360395938
85	0.0001360395938
86	0.0001360395938
87	0.0001360395938
88	0.0001360400796
89	0.0001360353485
90	0.0001360353485
91	0.0001360305905
92	0.000136026264
93	0.000136026264
94	0.0001360263221
95	0.0001360263221
96	0.0001360226095
97	0.0001360226095
98	0.0001360207237
99	0.0001360207237
100	0.0001360207237
101	0.0001360207237
102	0.0001360207237
103	0.0001360207237
104	0.0001360190414
105	0.0001360190414
106	0.0001360190414
107	0.0001360156111
108	0.0001360158898
109	0.0001360158898
110	0.0001360158898
111	0.0001360080451
112	0.0001360043816
113	0.0001360004485
114	0.0001360004485
115	0.0001359958492
116	0.0001359958492
117	0.0001359968528
118	0.0001359920867
119	0.0001359920867
120	0.0001359920867
121	0.0001359845787
122	0.0001359845787
123	0.0001359863006
124	0.0001359863006
125	0.0001359863006
126	0.0001359803721
127	0.0001359803721
128	0.0001359803721
129	0.0001359791785
130	0.0001359791785
131	0.0001359769091
132	0.0001359739177
133	0.0001359739177
134	0.0001359739177
135	0.0001359739177
136	0.0001359690472
137	0.0001359690472
138	0.0001359690472
139	0.0001359698027
140	0.0001359606899
141	0.0001359606899
142	0.0001359610587
143	0.0001359610587
144	0.0001359523952
145	0.0001359523952
146	0.0001359523952
147	0.0001359523952
148	0.0001359523952
149	0.0001359523952
150	0.0001359523952
151	0.0001359523952
152	0.0001359523952
153	0.0001359523952
154	0.0001359523952
155	0.000135953588
156	0.000135953588
157	0.000135953588
158	0.000135953588
159	0.0001359548494
160	0.0001359548494
161	0.0001359548494
162	0.0001359548494
163	0.0001359548494
164	0.0001359548494
165	0.0001359548494
166	0.0001359545454
167	0.0001359430797
168	0.000135945598
169	0.000135945598
170	0.0001359382473
171	0.0001359400213
172	0.0001359362707
173	0.0001359291464
174	0.0001359294087
175	0.0001359249979
176	0.0001359228887
177	0.0001359228887
178	0.0001359228887
179	0.0001359228887
180	0.0001359228887
181	0.0001359228887
182	0.000135914208
183	0.000135914208
184	0.0001359141327
185	0.0001359141327
186	0.0001359081991
187	0.0001359081991
188	0.0001359063603
189	0.0001359063603
190	0.0001359015457
191	0.0001359042242
192	0.0001359042242
193	0.0001359042242
194	0.0001359042242
195	0.0001359042242
196	0.0001359042242
197	0.0001358981028
198	0.0001358981028
199	0.0001358981028
200	0.0001358981028
201	0.0001358975403
202	0.0001358920798
203	0.0001358920798
204	0.0001358920798
205	0.0001358920798
206	0.0001358920798
207	0.0001358920798
208	0.0001358892389
209	0.0001358864337
210	0.0001358810753
211	0.0001358810753
212	0.0001358810753
213	0.0001358782098
214	0.0001358782098
215	0.0001358782098
216	0.0001358782098
217	0.0001358782098
218	0.0001358782098
219	0.0001358782098
220	0.0001358782098
221	0.0001358782098
222	0.0001358782098
223	0.0001358782098
224	0.0001358782098
225	0.0001358780056
226	0.0001358780056
227	0.0001358780056
228	0.0001358780056
229	0.0001358780056
230	0.0001358780056
231	0.0001358754374
232	0.0001358754374
233	0.0001358754374
234	0.0001358754374
235	0.0001358754374
236	0.0001358754374
237	0.0001358754374
238	0.0001358754374
239	0.0001358754374
240	0.0001358754374
241	0.0001358754374
242	0.0001358754374
243	0.0001358754374
244	0.0001358754374
245	0.0001358754374
246	0.0001358754374
247	0.0001358754374
248	0.0001358754374
249	0.0001358754374
250	0.0001358754374
251	0.0001358754374
252	0.0001358754374
253	0.0001358754374
254	0.0001358754374
255	0.0001358754374
256	0.0001358754374
257	0.0001358754374
258	0.0001358754374
259	0.0001358754374
260	0.0001358754374
261	0.0001358754374
262	0.0001358754374
263	0.0001358754374
264	0.0001358754374
265	0.0001358754374
266	0.0001358754374
267	0.0001358754374
268	0.0001358754374
269	0.0001358754374
270	0.0001358754374
271	0.0001358754374
272	0.0001358754374
273	0.0001358754374
274	0.0001358754374
275	0.0001358754374
276	0.0001358754374
277	0.0001358754374
278	0.0001358754374
279	0.0001358754374
280	0.0001358754374
281	0.0001358754374
282	0.0001358754374
283	0.0001358754374
284	0.0001358754374
285	0.0001358754374
286	0.0001358754374
287	0.0001358754374
288	0.0001358754374
289	0.0001358754374
290	0.0001358754374
291	0.0001358754374
292	0.0001358754374
293	0.0001358754374
294	0.0001358754374
295	0.0001358754374
296	0.0001358754374
297	0.0001358754374
298	0.0001358754374
299	0.0001358754374
300	0.0001358754374
301	0.0001358754374
302	0.0001358754374
303	0.0001358754374
304	0.0001358754374
305	0.0001358754374
306	0.0001358754374
307	0.0001358754374
308	0.0001358754374
309	0.0001358754374
310	0.0001358754374
311	0.0001358754374
312	0.0001358754374
313	0.0001358754374
314	0.0001358754374
315	0.0001358754374
316	0.0001358754374
317	0.0001358754374
318	0.0001358754374
319	0.0001358754374
320	0.0001358754374
321	0.0001358754374
322	0.0001358754374
323	0.0001358754374
324	0.0001358754374
325	0.0001358754374
326	0.0001358754374
327	0.0001358754374
328	0.0001358754374
329	0.0001358754374
330	0.0001358754374
331	0.0001358754374
332	0.0001358754374
333	0.0001358754374
334	0.0001358754374
335	0.0001358754374
336	0.0001358754374
337	0.0001358754374
338	0.0001358754374
339	0.0001358754374
340	0.0001358754374
341	0.0001358754374
342	0.0001358754374
343	0.0001358754374
344	0.0001358754374
345	0.0001358754374
346	0.0001358754374
347	0.0001358754374
348	0.0001358754374
349	0.0001358754374
350	0.0001358754374
351	0.0001358754374
352	0.0001358754374
353	0.0001358754374
354	0.0001358754374
355	0.0001358754374
356	0.0001358754374
357	0.0001358754374
358	0.0001358754374
359	0.0001358754374
360	0.0001358754374
361	0.0001358754374
362	0.0001358754374
363	0.0001358754374
364	0.0001358754374
365	0.0001358754374
366	0.0001358754374
367	0.0001358754374
368	0.0001358754374
369	0.0001358754374
370	0.0001358754374
371	0.0001358754374
372	0.0001358754374
373	0.0001358754374
374	0.0001358754374
375	0.0001358754374
376	0.0001358754374
377	0.0001358754374
378	0.0001358754374
379	0.0001358754374
380	0.0001358754374
381	0.0001358754374
382	0.0001358754374
383	0.0001358754374
384	0.0001358754374
385	0.0001358754374
386	0.0001358754374
387	0.0001358754374
388	0.0001358754374
389	0.0001358754374
390	0.0001358754374
391	0.0001358754374
392	0.0001358754374
393	0.0001358754374
394	0.0001358754374
395	0.0001358754374
396	0.0001358754374
397	0.0001358754374
398	0.0001358754374
399	0.0001358754374
400	0.0001358754374
401	0.0001358754374
402	0.0001358754374
403	0.0001358754374
404	0.0001358754374
405	0.0001358754374
406	0.0001358754374
407	0.0001358754374
408	0.0001358754374
409	0.0001358754374
410	0.0001358754374
411	0.0001358754374
412	0.0001358754374
413	0.0001358754374
414	0.0001358754374
415	0.0001358754374
416	0.0001358754374
417	0.0001358754374
418	0.0001358754374
419	0.0001358754374
420	0.0001358754374
421	0.0001358754374
422	0.0001358754374
423	0.0001358754374
424	0.0001358754374
425	0.0001358754374
426	0.0001358754374
427	0.0001358754374
428	0.0001358754374
429	0.0001358754374
430	0.0001358754374
431	0.0001358754374
432	0.0001358754374
433	0.0001358754374
434	0.0001358754374
435	0.0001358754374
436	0.0001358754374
437	0.0001358754374
438	0.0001358754374
439	0.0001358754374
440	0.0001358754374
441	0.0001358754374
442	0.0001358754374
443	0.0001358754374
444	0.0001358754374
445	0.0001358754374
446	0.0001358754374
447	0.0001358754374
448	0.0001358754374
449	0.0001358754374
450	0.0001358754374
451	0.0001358754374
452	0.0001358754374
453	0.0001358754374
454	0.0001358754374
455	0.0001358754374
456	0.0001358754374
457	0.0001358754374
458	0.0001358754374
459	0.0001358754374
460	0.0001358754374
461	0.0001358754374
462	0.0001358754374
463	0.0001358754374
464	0.0001358754374
465	0.0001358754374
466	0.0001358754374
467	0.0001358754374
468	0.0001358754374
469	0.0001358754374
470	0.0001358754374
471	0.0001358754374
472	0.0001358754374
473	0.0001358754374
474	0.0001358754374
475	0.0001358754374
476	0.0001358754374
477	0.0001358754374
478	0.0001358754374
479	0.0001358754374
480	0.0001358754374
481	0.0001358754374
482	0.0001358754374
483	0.0001358754374
484	0.0001358754374
485	0.0001358754374
486	0.0001358754374
487	0.0001358754374
488	0.0001358754374
489	0.0001358754374
490	0.0001358754374
491	0.0001358754374
492	0.0001358754374
493	0.0001358754374
494	0.0001358754374
495	0.0001358754374
496	0.0001358754374
497	0.0001358754374
498	0.0001358754374
499	0.0001358754374
500	0.0001358754374
501	0.0001358754374
502	0.0001358754374
503	0.0001358754374
504	0.0001358754374
505	0.0001358754374
506	0.0001358754374
507	0.0001358754374
508	0.0001358754374
509	0.0001358754374
510	0.0001358754374
511	0.0001358754374
512	0.0001358754374
513	0.0001358754374
514	0.0001358754374
515	0.0001358754374
